"id","date","dive_number","boat","dive_guide","dive_site","max_depth","water_temperature","sightings"
10,"2023-09-24",2,"Fin & Tonic","Lenny","Babylon",22,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 10}, {""species"" : ""Hawksbill Turtle"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
9,"2023-09-24",1,"Fin & Tonic","Lenny","Diamond Rock",25,29,"[{""species"" : ""Roughtail Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 3}]"
12,"2023-09-25",2,"Fin & Tonic","Aaron","Tent Shallow",22,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}]"
11,"2023-09-25",1,"Fin & Tonic","Josef","Customs House",28,29,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Roughtail Stingray"", ""count"" : 1}]"
8,"2023-09-25",3,"Fin & Tonic","Josef","Man of War Shoals",22,27,"[{""species"" : ""Nassau Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}]"
14,"2023-09-26",2,"Fin & Tonic","Svenja","Big Rock Deep",25,30,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 3}]"
16,"2023-09-29",3,"Fin & Tonic","Otto","Tent Shallow",23,29,"[{""species"" : ""Green Turtle"", ""count"" : 7}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 4}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
15,"2023-09-30",2,"Fin & Tonic","Otto","Abraham's Hole",24,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
17,"2023-09-30",3,"Shark Bait","Josef","Twilight Zone",36,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 1}]"
18,"2023-09-30",1,"Fin & Tonic","Otto","Customs House",25,29,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 3}, {""species"" : ""Roughtail Stingray"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 4}]"
19,"2023-09-30",3,"Fin & Tonic","Otto","Ladder Drift",32,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 7}]"
20,"2023-10-01",1,"Shark Bait","Josef","Third Encounter",31,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
21,"2023-10-05",2,"Fin & Tonic","Zachary","Twilight Zone",30,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 3}]"
22,"2023-10-06",1,"Fin & Tonic","Richard","Diamond Rock",26,30,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Nassau Grouper"", ""count"" : 3}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 4}, {""species"" : ""Lionfish Alive"", ""count"" : 3}]"
23,"2023-10-06",3,"Fin & Tonic","Richard","Torrens Point",12,30,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 6}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
25,"2023-10-07",2,"Fin & Tonic","Josef","Otto Limits",14,29,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 1}]"
26,"2023-10-07",1,"Fin & Tonic","Richard","Man of War Shoals",22,30,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 3}]"
27,"2023-10-07",2,"Fin & Tonic","Richard","Otto Limits",14,30,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
28,"2023-10-07",3,"Fin & Tonic","Lenny","Tent Drift",22,29,"[{""species"" : ""Sea Egg"", ""count"" : 5}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 5}, {""species"" : ""Roughtail Stingray"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Nassau Grouper"", ""count"" : 2}, {""species"" : ""Reef Urchin"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 6}, {""species"" : ""Flamingo Tongue"", ""count"" : 8}]"
29,"2023-10-08",3,"Fin & Tonic","Richard","Otto Limits",15,30,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 2}]"
30,"2023-10-08",1,"Shark Bait","Josef","Man of War Shoals",22,29,"[{""species"" : ""Green Turtle"", ""count"" : 3}]"
31,"2023-10-08",2,"Shark Bait","Josef","Hot Springs",25,29,"[{""species"" : ""Green Turtle"", ""count"" : 4}]"
32,"2023-10-08",1,"Shark Bait","Otto","Man of War Shoals",22,29,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
33,"2023-10-08",3,"Shark Bait","Otto","Tent Reef",23,29,"[{""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
34,"2023-10-08",1,"Fin & Tonic","Lenny","Diamond Rock",26,29,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 3}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 3}]"
35,"2023-10-08",2,"Fin & Tonic","Lenny","Ladder Drift",23,29,"[{""species"" : ""Green Turtle"", ""count"" : 6}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Roughtail Stingray"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Sea Egg"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 9}]"
36,"2023-10-09",1,"Shark Bait","Vicky","Diamond Rock",26,30,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}]"
37,"2023-10-09",2,"Shark Bait","Vicky","Tent Reef Wall",23,30,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 5}]"
38,"2023-10-09",1,"Fin & Tonic","Richard","Customs House",30,30,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nassau Grouper"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 1}]"
39,"2023-10-09",2,"Shark Bait","Aaron","Tent Reef Wall",24,29,"[{""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 4}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
40,"2023-10-09",1,"Shark Bait","Josef","Diamond Rock",25,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 3}, {""species"" : ""Yellowfin Grouper"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
47,"2023-10-10",3,"Shark Bait","Aaron","Tent Deep",18,29,"[{""species"" : ""Green Turtle"", ""count"" : 5}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 4}, {""species"" : ""Flamingo Tongue"", ""count"" : 4}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}]"
41,"2023-10-10",3,"Shark Bait","Josef","Hole in the Corner",25,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
42,"2023-10-10",1,"Fin & Tonic","Zachary","Tedran Wall",27,29,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
43,"2023-10-10",1,"Shark Bait","Vicky","Customs House",31,30,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 3}]"
44,"2023-10-10",2,"Shark Bait","Vicky","Greer Gut",23,30,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 4}]"
45,"2023-10-10",3,"Fin & Tonic","Zachary","Hole in the Corner",20,29,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 5}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
46,"2023-10-10",2,"Shark Bait","Aaron","Greer Gut",22,29,"[{""species"" : ""Sea Egg"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 5}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
48,"2023-10-10",2,"Fin & Tonic","Richard","Otto Limits",21,29,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 2}]"
49,"2023-10-10",2,"Shark Bait","Josef","Otto Limits",15,29,"[{""species"" : null, ""count"" : null}]"
51,"2023-10-11",1,"Shark Bait","Josef","Twilight Zone",37,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}]"
60,"2023-10-11",2,"Fin & Tonic","Otto","Green Island",20,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 1}]"
52,"2023-10-11",3,"Shark Bait","Josef","David's Drop-off Deep",37,29,"[{""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 9}]"
53,"2023-10-11",5,"Shark Bait","Josef","Hot Springs",15,28,"[{""species"" : null, ""count"" : null}]"
54,"2023-10-11",3,"Shark Bait","Zachary","David's Drop-off Deep",27,29,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 8}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
50,"2023-10-11",1,"Fin & Tonic","Otto","Third Encounter",31,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
61,"2023-10-12",1,"Shark Bait","Josef","Third Encounter",30,29,"[{""species"" : ""Nurse Shark"", ""count"" : 2}]"
62,"2023-10-12",2,"Shark Bait","Josef","Man of War Shoals",7,-2,"[{""species"" : null, ""count"" : null}]"
63,"2023-10-12",5,"Shark Bait","Chad","Blackwater",15,29,"[{""species"" : ""White-nosed Pipefish"", ""count"" : 1}]"
67,"2023-10-12",5,"Shark Bait","Otto","Blackwater",12,29,"[{""species"" : ""White-nosed Pipefish"", ""count"" : 1}]"
55,"2023-10-12",3,"Fin & Tonic","Zachary","Man of War Shoals",20,29,"[{""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Roughtail Stingray"", ""count"" : 3}]"
56,"2023-10-12",1,"Shark Bait","Vicky","Third Encounter",32,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}]"
57,"2023-10-12",2,"Shark Bait","Vicky","Man of War Shoals",22,29,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}]"
58,"2023-10-12",1,"Fin & Tonic","Otto","Airport Drift",30,29,"[{""species"" : ""Nassau Grouper"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 10}]"
59,"2023-10-12",2,"Fin & Tonic","Otto","Core Gut",30,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 5}, {""species"" : ""Nassau Grouper"", ""count"" : 1}]"
66,"2023-10-13",3,"Fin & Tonic","Richard","Cove Bay",24,30,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Lionfish Dead"", ""count"" : 6}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
64,"2023-10-13",1,"Fin & Tonic","Richard","Airport Drift",27,30,"[{""species"" : ""Lionfish Dead"", ""count"" : 12}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}]"
65,"2023-10-13",2,"Fin & Tonic","Richard","Airport Drift",27,30,"[{""species"" : ""Lionfish Dead"", ""count"" : 12}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 5}]"
69,"2023-10-14",3,"Fin & Tonic","Zachary","Cove Bay",30,29,"[{""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Nassau Grouper"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 13}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}]"
70,"2023-10-14",2,"Fin & Tonic","Otto","Airport North",1,-28,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 4}]"
68,"2023-10-14",1,"Fin & Tonic","Richard","End of the Runway",24,30,"[{""species"" : ""Lionfish Dead"", ""count"" : 5}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
72,"2023-10-15",1,"Fin & Tonic","Otto","Tent Boulders",24,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}]"
71,"2023-10-15",3,"Fin & Tonic","Richard ","Otto Limits",15,30,"[{""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
84,"2023-10-16",3,"Shark Bait","Zachary","Hole in the Corner",21,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 3}]"
73,"2023-10-16",1,"Fin & Tonic","Vicky","Third Encounter",102,30,"[{""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 1}]"
74,"2023-10-16",2,"Fin & Tonic","Vicky","Man of War Shoals",22,30,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 3}]"
75,"2023-10-16",3,"Shark Bait","Chad","Hole in the Corner",20,30,"[{""species"" : ""Lionfish Dead"", ""count"" : 3}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
76,"2023-10-16",2,"Shark Bait","Zachary","Tent Reef",23,29,"[{""species"" : ""Roughtail Stingray"", ""count"" : 4}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
78,"2023-10-17",2,"Shark Bait","Chad","End of the Runway",20,29,"[{""species"" : null, ""count"" : null}]"
79,"2023-10-17",1,"Fin & Tonic","Vicky","Tedran Wall",30,30,"[{""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Roughtail Stingray"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}]"
80,"2023-10-17",2,"Fin & Tonic","Vicky","Hot Springs",26,30,"[{""species"" : ""Green Turtle"", ""count"" : 5}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
81,"2023-10-17",1,"Shark Bait","Richard","Customs House",30,30,"[{""species"" : ""Flamingo Tongue"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Leech Head Shield Slug"", ""count"" : 5}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}]"
82,"2023-10-17",2,"Shark Bait","Richard","Airport Drift",24,30,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Lionfish Dead"", ""count"" : 3}]"
83,"2023-10-17",3,"Shark Bait","Zachary","Man of War Shoals",21,27,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
77,"2023-10-17",1,"Shark Bait","Chad","Customs House",23,29,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Leech Head Shield Slug"", ""count"" : 5}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
86,"2023-10-18",1,"Shark Bait","Chad","Babylon",30,30,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 5}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
85,"2023-10-18",1,"Shark Bait","Otto","Babylon",24,29,"[{""species"" : ""Flamingo Tongue"", ""count"" : 2}]"
87,"2023-10-18",2,"Shark Bait","Chad","Big Rock Deep",23,29,"[{""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Nassau Grouper"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 5}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 2}]"
88,"2023-10-18",2,"Shark Bait","Zachary","Big Rock Deep",21,29,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 2}]"
89,"2023-10-18",1,"Fin & Tonic","Vicky","Hot Springs",2,-18,"[{""species"" : ""Roughtail Stingray"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
90,"2023-10-18",2,"Fin & Tonic","Vicky","Tent Reef",22,30,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 4}]"
91,"2023-10-19",4,"Shark Bait","Otto","Big Rock Market",17,29,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 6}]"
108,"2023-10-24",2,"Fin & Tonic","Josef","Core Gut",36,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 4}]"
92,"2023-10-24",1,"Fin & Tonic","Richard","Airport Drift",24,30,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
94,"2023-10-24",1,"Shark Bait","Vicky","David's Drop-off Deep",23,30,"[{""species"" : ""Southern Stingray"", ""count"" : 1}]"
95,"2023-10-24",2,"Shark Bait","Vicky","Core Gut",23,30,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}]"
96,"2023-10-24",1,"Shark Bait","Otto","David's Drop-off Deep",22,29,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
97,"2023-10-24",2,"Shark Bait","Otto","Core Gut",21,29,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 1}]"
98,"2023-10-24",3,"Shark Bait","Otto","Hole in the Corner",18,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 3}]"
107,"2023-10-24",1,"Fin & Tonic","Josef","Big Rock Deep",22,29,"[{""species"" : null, ""count"" : null}]"
93,"2023-10-24",3,"Fin & Tonic","Richard","Core Gut",22,30,"[{""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Nassau Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 3}]"
101,"2023-10-25",1,"Fin & Tonic","Richard","Core Gut",24,30,"[{""species"" : ""Southern Stingray"", ""count"" : 2}]"
102,"2023-10-25",1,"Shark Bait","Otto","Customs House",30,29,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
103,"2023-10-25",2,"Shark Bait","Otto","Big Rock Deep",21,29,"[{""species"" : ""Nurse Shark"", ""count"" : 3}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
104,"2023-10-25",3,"Shark Bait","Otto","Tent Shallow",21,29,"[{""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
99,"2023-10-25",1,"Shark Bait","Vicky","Customs House",29,30,"[{""species"" : ""Roughtail Stingray"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
100,"2023-10-25",2,"Shark Bait","Vicky","Big Rock Deep",23,30,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 1}]"
109,"2023-10-26",1,"Shark Bait","Vicky","Third Encounter",32,30,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
105,"2023-10-26",1,"Fin & Tonic","Chad","Big Rock Deep",21,30,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 1}]"
106,"2023-10-26",2,"Fin & Tonic","Aaron","Core Gut",24,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nassau Grouper"", ""count"" : 1}]"
110,"2023-10-26",2,"Shark Bait","Vicky","Abraham's Hole",23,30,"[{""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}]"
111,"2023-10-26",5,"Shark Bait","Chad","Blackwater",15,29,"[{""species"" : null, ""count"" : null}]"
114,"2023-10-26",1,"Shark Bait","Otto","Third Encounter",32,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}]"
115,"2023-10-26",2,"Shark Bait","Otto","Big Rock Deep",23,29,"[{""species"" : ""Nurse Shark"", ""count"" : 3}]"
116,"2023-10-26",3,"Shark Bait","Otto","Tent Shallow",21,29,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 12}]"
117,"2023-10-27",1,"Fin & Tonic","Josef","Tent Deep",29,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}]"
