"id","date","dive_number","boat","dive_guide","dive_site","max_depth","water_temperature","sightings"
2201,"2025-06-17",1,"Shark Bait","Otto","Customs House",29,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2202,"2025-06-18",1,"Shark Bait","Aaron","Tent Deep",24,28,"[{""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Long Snout Seahorse"", ""count"" : 1}]"
2203,"2025-06-18",1,"Shark Bait","Otto","Tent Deep",26,28,"[{""species"" : null, ""count"" : null}]"
2204,"2025-06-18",2,"Shark Bait","Otto","Man of War Shoals",22,28,"[{""species"" : null, ""count"" : null}]"
2205,"2025-06-18",1,"Shark Bait","Vicky","Tent Deep",26,28,"[{""species"" : ""Long Snout Seahorse"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
2206,"2025-06-18",2,"Fin & Tonic","Caroline","Big Rock Deep",20,27,"[{""species"" : ""Nurse Shark"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
2207,"2025-06-18",2,"Shark Bait","Vicky","Man of War Shoals",22,28,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 5}]"
2208,"2025-06-18",3,"Fin & Tonic","Caroline","Tent Shallow",24,27,"[{""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2209,"2025-06-18",1,"Fin & Tonic","Lenny","Customs House",27,27,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Nassau Grouper"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}]"
2210,"2025-06-19",1,"Shark Bait","Vicky","Third Encounter",10,-2,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Nassau Grouper"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
2211,"2025-06-19",1,"Shark Bait","Otto","Third Encounter",32,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
2212,"2025-06-19",2,"Shark Bait","Vicky","Diamond Rock",24,28,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
2213,"2025-06-19",2,"Shark Bait","Otto","Diamond Rock",25,28,"[{""species"" : ""Green Turtle"", ""count"" : 3}]"
2214,"2025-06-19",1,"Fin & Tonic","Lenny","Hot Springs",24,27,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 6}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Nassau Grouper"", ""count"" : 1}]"
2215,"2025-06-19",1,"Shark Bait","Aaron","Third Encounter",33,28,"[{""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 6}, {""species"" : ""Nassau Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}]"
2216,"2025-06-19",3,"Shark Bait","Aaron","Hot Springs",22,28,"[{""species"" : ""Green Turtle"", ""count"" : 5}]"
2217,"2025-06-20",2,"Fin & Tonic","Caroline","Man of War Shoals",21,27,"[{""species"" : null, ""count"" : null}]"
2218,"2025-06-20",3,"Fin & Tonic","Caroline","Hot Springs",20,27,"[{""species"" : null, ""count"" : null}]"
2219,"2025-06-20",1,"Shark Bait","Chad","Man of War Shoals",21,27,"[{""species"" : ""White-nosed Pipefish"", ""count"" : 1}, {""species"" : ""Nassau Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 2}]"
2229,"2025-06-22",1,"Shark Bait","Vicky","50 50",22,28,"[{""species"" : ""Green Turtle"", ""count"" : 6}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 4}]"
2239,"2025-06-22",2,"Fin & Tonic","Robins","Man of War Shoals",22,27,"[{""species"" : ""Green Turtle"", ""count"" : 3}]"
2220,"2025-06-22",2,"Northern Sky","Caroline","Ladder Drift",24,27,"[{""species"" : null, ""count"" : null}]"
2221,"2025-06-22",1,"Fin & Tonic","Otto","Customs House",27,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2222,"2025-06-22",3,"Fin & Tonic","Otto","Tent Shallow",24,28,"[{""species"" : ""Green Turtle"", ""count"" : 3}]"
2223,"2025-06-22",1,"Northern Sky","Lenny","Babylon",27,27,"[{""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Nurse Shark"", ""count"" : 5}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 5}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
2224,"2025-06-22",3,"Northern Sky","Lenny","Tent Reef",24,27,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Long Snout Seahorse"", ""count"" : 1}, {""species"" : ""White-nosed Pipefish"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 6}, {""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
2225,"2025-06-22",2,"Shark Bait","Aaron","Tent Shallow",24,28,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Long Snout Seahorse"", ""count"" : 1}]"
2226,"2025-06-22",3,"Shark Bait","Aaron","Man of War Shoals",22,28,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}]"
2230,"2025-06-22",2,"Shark Bait","Vicky","Tent Shallow",22,28,"[{""species"" : ""Long Snout Seahorse"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 5}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
2231,"2025-06-23",1,"Northern Sky","Otto","Shark Shoals",37,28,"[{""species"" : null, ""count"" : null}]"
2227,"2025-06-23",1,"Shark Bait","Vicky","Customs House",27,28,"[{""species"" : ""Leech Head Shield Slug"", ""count"" : 6}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
2228,"2025-06-23",2,"Shark Bait","Vicky","Tent Reef Wall",24,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 1}]"
2232,"2025-06-23",2,"Northern Sky","Otto","50 50",24,28,"[{""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
2233,"2025-06-23",3,"Northern Sky","Otto","50 50",15,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2234,"2025-06-23",2,"Shark Bait","Aaron","Tent Reef Wall",24,28,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2235,"2025-06-23",3,"Shark Bait","Aaron","Torrens Point",17,28,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Lionfish Dead"", ""count"" : 2}]"
2236,"2025-06-23",3,"Fin & Tonic","Chad","Torrens Point",18,27,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 5}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Lionfish Dead"", ""count"" : 3}]"
2237,"2025-06-23",1,"Fin & Tonic","Chad","50 50",24,27,"[{""species"" : ""Green Turtle"", ""count"" : 8}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Nassau Grouper"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 1}]"
2238,"2025-06-23",2,"Fin & Tonic","Robins","Diamond Rock",22,27,"[{""species"" : ""Green Turtle"", ""count"" : 6}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 7}]"
2240,"2025-06-24",2,"Northern Sky","Lenny","Tent Deep",27,27,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 3}, {""species"" : ""Flamingo Tongue"", ""count"" : 1}, {""species"" : ""Long Snout Seahorse"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
2242,"2025-06-24",2,"Shark Bait","Vicky","Tent Boulders",22,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 45}]"
2243,"2025-06-24",1,"Fin & Tonic","Otto","Ladder Drift",24,28,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2244,"2025-06-24",2,"Fin & Tonic","Otto","Tent Reef",24,28,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}]"
2245,"2025-06-24",1,"Northern Sky","Caroline","Ladder Drift",30,27,"[{""species"" : null, ""count"" : null}]"
2246,"2025-06-24",2,"Northern Sky","Caroline","Tent Deep",30,27,"[{""species"" : null, ""count"" : null}]"
2256,"2025-06-24",3,"Shark Bait","Aaron","Torrens Point",17,28,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2241,"2025-06-24",1,"Shark Bait","Vicky","Shark Shoals",10,-2,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2248,"2025-06-25",2,"Fin & Tonic","Caroline","Babylon",30,27,"[{""species"" : ""Lionfish Alive"", ""count"" : 4}]"
2249,"2025-06-25",1,"Shark Bait","Vicky","Hot Springs",24,28,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
2250,"2025-06-25",2,"Shark Bait","Vicky","Rays and Anchors",20,28,"[{""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 8}, {""species"" : ""Flamingo Tongue"", ""count"" : 1}]"
2251,"2025-06-25",2,"Northern Sky","Lenny","Man of War Shoals",22,27,"[{""species"" : ""Tiger Grouper"", ""count"" : 4}, {""species"" : ""Flamingo Tongue"", ""count"" : 4}, {""species"" : ""White-nosed Pipefish"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 8}]"
2252,"2025-06-25",1,"Fin & Tonic","Otto","Tedran Wall",34,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2253,"2025-06-25",3,"Fin & Tonic","Otto","Man of War Shoals",22,28,"[{""species"" : null, ""count"" : null}]"
2254,"2025-06-25",1,"Shark Bait","Aaron","Hot Springs",24,28,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
2255,"2025-06-25",3,"Shark Bait","Aaron","Diamond Rock",24,28,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 3}]"
2247,"2025-06-25",1,"Fin & Tonic","Caroline","Tedran Wall",40,27,"[{""species"" : null, ""count"" : null}]"
2257,"2025-06-26",1,"Shark Bait","Vicky","Hot Springs",25,28,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Leech Head Shield Slug"", ""count"" : 1}]"
2258,"2025-06-26",3,"Fin & Tonic","Jack","Torrens Point",14,27,"[{""species"" : ""Blacktip Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
2259,"2025-06-26",2,"Shark Bait","Otto","Torrens Point",14,28,"[{""species"" : null, ""count"" : null}]"
2260,"2025-06-26",2,"Fin & Tonic","Aaron","Babylon",27,28,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
2261,"2025-06-26",1,"Fin & Tonic","Caroline","Customs House",25,27,"[{""species"" : null, ""count"" : null}]"
2262,"2025-06-26",2,"Fin & Tonic","Caroline","Babylon",19,27,"[{""species"" : ""Lionfish Alive"", ""count"" : 3}]"
2263,"2025-06-26",1,"Shark Bait","Chad","Hot Springs",24,28,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 3}]"
2264,"2025-06-26",2,"Shark Bait","Chad","Torrens Point",14,28,"[{""species"" : ""Southern Stingray"", ""count"" : 3}]"
2265,"2025-06-29",1,"Fin & Tonic","Vicky","Customs House",27,28,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 1}]"
2266,"2025-06-29",1,"Shark Bait","Aaron","Babylon",24,28,"[{""species"" : ""Nurse Shark"", ""count"" : 1}]"
2267,"2025-06-29",1,"Shark Bait","Otto","Babylon",24,28,"[{""species"" : null, ""count"" : null}]"
2290,"2025-06-29",2,"Shark Bait","Robins ","Hot Springs",24,28,"[{""species"" : ""Flamingo Tongue"", ""count"" : 6}, {""species"" : ""Green Turtle"", ""count"" : 18}, {""species"" : ""Nurse Shark"", ""count"" : 3}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}, {""species"" : ""Magnificent Urchin"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 12}]"
2268,"2025-06-29",2,"Shark Bait","Otto","Hot Springs",21,28,"[{""species"" : null, ""count"" : null}]"
2269,"2025-06-29",2,"Fin & Tonic","Lenny","Tent Shallow",24,27,"[{""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 4}, {""species"" : ""Flamingo Tongue"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
2270,"2025-06-29",3,"Shark Bait","Aaron","Tent Reef",23,28,"[{""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Nurse Shark"", ""count"" : 4}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 20}, {""species"" : ""Long Snout Seahorse"", ""count"" : 1}]"
2271,"2025-06-29",3,"Fin & Tonic","Lenny","Ladder Labyrinth",21,27,"[{""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 6}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 5}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 1}]"
2272,"2025-06-30",1,"Shark Bait","Vicky","Customs House",26,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
2273,"2025-06-30",2,"Shark Bait","Vicky","Man of War Shoals",22,28,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 4}]"
2274,"2025-06-30",1,"Shark Bait","Aaron","Customs House",25,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 3}]"
2275,"2025-06-30",1,"Fin & Tonic","Lenny","Tedran Wall",27,27,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Tiger Grouper"", ""count"" : 3}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 6}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}]"
2289,"2025-06-30",2,"Shark Bait","Robins ","Man of War Shoals",21,28,"[{""species"" : ""Southern Stingray"", ""count"" : 7}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 10}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 3}]"
2278,"2025-07-01",1,"Shark Bait","Aaron","Hot Springs",22,28,"[{""species"" : ""Green Turtle"", ""count"" : 5}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
2279,"2025-07-01",1,"Shark Bait","Vicky","Hot Springs",7,-2,"[{""species"" : ""Green Turtle"", ""count"" : 8}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 3}]"
2280,"2025-07-01",2,"Shark Bait","Vicky","Ladder Labyrinth",22,28,"[{""species"" : ""Nurse Shark"", ""count"" : 2}]"
2281,"2025-07-01",3,"Shark Bait","Aaron","Tent Deep",22,28,"[{""species"" : ""Long Snout Seahorse"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 2}]"
2288,"2025-07-01",2,"Shark Bait","Robins ","Ladder Labyrinth",24,28,"[{""species"" : ""Flamingo Tongue"", ""count"" : 6}, {""species"" : ""Yellowfin Grouper"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 8}]"
2276,"2025-07-01",1,"Fin & Tonic","Otto","Twilight Zone",34,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
2277,"2025-07-01",2,"Fin & Tonic","Otto","Man of War Shoals",22,28,"[{""species"" : ""Green Turtle"", ""count"" : 4}]"
2285,"2025-07-02",2,"Shark Bait","Vicky","Diamond Rock",26,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 1}]"
2286,"2025-07-02",1,"Fin & Tonic","Otto","Diamond Rock",26,28,"[{""species"" : ""Green Turtle"", ""count"" : 2}]"
2287,"2025-07-02",2,"Shark Bait","Robins ","Diamond Rock",22,27,"[{""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
2282,"2025-07-02",1,"Shark Bait","Aaron","Twilight Zone",33,28,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 3}, {""species"" : ""Nassau Grouper"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 4}, {""species"" : ""Tiger Grouper"", ""count"" : 2}]"
2283,"2025-07-02",3,"Shark Bait","Aaron","Tent Boulders",21,28,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
2284,"2025-07-02",1,"Shark Bait","Vicky","Twilight Zone",31,28,"[{""species"" : ""Lionfish Alive"", ""count"" : 4}]"
2291,"2025-07-03",1,"Shark Bait","Vicky","Shark Shoals",33,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2292,"2025-07-03",2,"Shark Bait","Vicky","Tent Boulders",22,28,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 25}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 1}]"
2293,"2025-07-03",1,"Shark Bait","Aaron","Shark Shoals",33,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
2294,"2025-07-03",2,"Fin & Tonic","Lenny","Tent Drift",24,27,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Long Snout Seahorse"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 8}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
2295,"2025-07-03",2,"Shark Bait","Robins ","Tent Boulders",22,28,"[{""species"" : ""Fingerprint Cyphoma"", ""count"" : 6}, {""species"" : ""Flamingo Tongue"", ""count"" : 5}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 69}, {""species"" : ""Southern Stingray"", ""count"" : 5}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
2296,"2025-07-03",1,"Fin & Tonic","Otto","Abraham's Hole",27,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
2297,"2025-07-03",3,"Shark Bait","Robins ","Tent Drift",22,28,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 8}, {""species"" : ""Yellowfin Grouper"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 6}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 4}]"
2298,"2025-07-04",3,"Shark Bait","Caroline","Tent Reef",22,27,"[{""species"" : null, ""count"" : null}]"
2299,"2025-07-06",3,"Fin & Tonic","Caroline","Tent Reef",18,27,"[{""species"" : null, ""count"" : null}]"
2300,"2025-07-06",2,"Fin & Tonic","Lenny","Man of War Shoals",23,27,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 12}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 3}]"
2301,"2025-07-06",3,"Fin & Tonic","Lenny","Tent Reef",24,27,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 8}, {""species"" : ""Tiger Grouper"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 3}]"
2302,"2025-07-07",1,"Fin & Tonic","Aaron","Customs House",30,28,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
2304,"2025-07-07",2,"Fin & Tonic","Lenny","Tent Reef",26,27,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 10}, {""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Tiger Grouper"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
2303,"2025-07-07",3,"Fin & Tonic","Aaron","Tent Reef",24,28,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
2305,"2025-07-08",1,"Fin & Tonic","Aaron","Tent Reef Wall",30,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}]"
2309,"2025-07-09",3,"Fin & Tonic","Aaron","Tent Boulders",12,28,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}]"
2307,"2025-07-09",2,"Shark Bait","Vicky","Man of War Shoals",22,28,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 4}]"
2306,"2025-07-09",1,"Shark Bait","Vicky","Hot Springs",20,28,"[{""species"" : ""Green Turtle"", ""count"" : 6}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Leech Head Shield Slug"", ""count"" : 1}]"
2308,"2025-07-09",1,"Fin & Tonic","Aaron","Diamond Rock",24,28,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 8}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
2310,"2025-07-10",2,"Fin & Tonic","Aaron","Hot Springs",22,28,"[{""species"" : ""Green Turtle"", ""count"" : 8}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}]"
2312,"2025-07-11",3,"Shark Bait","Otto","Hot Springs",18,28,"[{""species"" : ""Nurse Shark"", ""count"" : 4}]"
2311,"2025-07-11",1,"Shark Bait","Otto","Shark Shoals",34,28,"[{""species"" : null, ""count"" : null}]"
2313,"2025-07-14",1,"Shark Bait","Otto","Babylon",27,27,"[{""species"" : null, ""count"" : null}]"
2314,"2025-07-14",3,"Shark Bait","Otto","Tent Boulders",34,27,"[{""species"" : null, ""count"" : null}]"
2316,"2025-07-15",1,"Shark Bait","Aaron","Customs House",30,28,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
2323,"2025-07-15",3,"Fin & Tonic","Otto","Third Encounter",53,28,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
